timestamp,iter,lr,eta,time,data_time,memory,cls,reg,d0.cls,d0.reg,d1.cls,d1.reg,d2.cls,d2.reg,d3.cls,d3.reg,d4.cls,d4.reg,seg,seg_dice,cls_t0,reg_t0,d0.cls_t0,d0.reg_t0,d1.cls_t0,d1.reg_t0,d2.cls_t0,d2.reg_t0,d3.cls_t0,d3.reg_t0,d4.cls_t0,d4.reg_t0,seg_t0,seg_dice_t0,cls_t1,reg_t1,d0.cls_t1,d0.reg_t1,d1.cls_t1,d1.reg_t1,d2.cls_t1,d2.reg_t1,d3.cls_t1,d3.reg_t1,d4.cls_t1,d4.reg_t1,seg_t1,seg_dice_t1,cls_t2,reg_t2,d0.cls_t2,d0.reg_t2,d1.cls_t2,d1.reg_t2,d2.cls_t2,d2.reg_t2
"2026-04-15 08:06:14,082",24100,4.751e-05,7 days 12:09:04,4.408,0.105,31008.0,0.1332,0.3098,0.2039,0.718,0.1545,0.4985,0.1493,0.3915,0.1363,0.3543,0.1335,0.3301,0.0476,0.0821,0.2027,0.6003,0.7057,1.7285,0.4056,0.9607,0.3093,0.7389,0.2416,0.6621,0.2116,0.6191,0.0913,0.1615,0.1402,0.3996,0.2633,0.8466,0.1973,0.5855,0.168,0.4755,0.1483,0.4254,0.1418,0.4025,0.0618,0.1055,0.1282,0.3521,0.2137,0.7321,0.1644,0.512,0.1501,0.4279
"2026-04-15 08:09:55,026",24150,4.75e-05,7 days 12:01:46,4.419,0.106,31008.0,0.0971,0.3252,0.1458,0.6831,0.1186,0.4724,0.1084,0.387,0.097,0.3545,0.0961,0.3337,0.0468,0.0825,0.2006,0.576,0.7169,1.6878,0.4059,0.9216,0.3065,0.7216,0.2415,0.6294,0.2076,0.597,0.0892,0.1592,0.1401,0.3793,0.2628,0.8213,0.1953,0.559,0.1692,0.4505,0.1495,0.4007,0.1428,0.377,0.0608,0.1055,0.1118,0.3246,0.1968,0.6983,0.1541,0.4993,0.1361,0.3951
"2026-04-15 08:13:31,500",24200,4.749e-05,7 days 11:51:14,4.329,0.1,31008.0,0.1288,0.3069,0.1861,0.7709,0.1482,0.511,0.1409,0.4091,0.135,0.3437,0.1303,0.3158,0.0476,0.086,0.1965,0.5024,0.6607,1.5524,0.3806,0.8448,0.2837,0.6623,0.234,0.5749,0.2029,0.529,0.0841,0.16,0.142,0.3417,0.2394,0.7422,0.1965,0.5027,0.1804,0.4014,0.1534,0.3601,0.1455,0.3393,0.0595,0.1064,0.1273,0.3107,0.1993,0.6654,0.163,0.4531,0.1487,0.379
"2026-04-15 08:17:08,067",24250,4.748e-05,7 days 11:41:00,4.331,0.1,31008.0,0.1301,0.3104,0.1968,0.6829,0.1616,0.4539,0.146,0.3763,0.1364,0.3392,0.1318,0.3189,0.0487,0.087,0.1777,0.528,0.688,1.6715,0.3985,0.8997,0.28,0.6765,0.2237,0.5836,0.1846,0.5504,0.0885,0.1487,0.137,0.3987,0.2449,0.8572,0.1879,0.5968,0.1655,0.4803,0.1506,0.4295,0.1396,0.398,0.0581,0.0994,0.1107,0.3257,0.1883,0.6888,0.1441,0.4856,0.1347,0.3941
"2026-04-15 08:20:43,811",24300,4.747e-05,7 days 11:30:22,4.315,0.101,31008.0,0.1318,0.3382,0.2075,0.7171,0.1565,0.498,0.1469,0.4204,0.1414,0.3707,0.1336,0.3508,0.0505,0.0939,0.2297,0.6202,0.7254,1.7169,0.4394,1.0,0.3515,0.7662,0.2826,0.6749,0.2474,0.6393,0.0924,0.1667,0.1614,0.4309,0.2858,0.8743,0.222,0.6037,0.1945,0.5008,0.1728,0.4592,0.1634,0.4332,0.0643,0.1152,0.1504,0.4321,0.2251,0.8197,0.1858,0.6069,0.1769,0.4987
"2026-04-15 08:24:18,151",24350,4.745e-05,7 days 11:18:59,4.288,0.103,31008.0,0.1274,0.3262,0.1898,0.6892,0.1548,0.4746,0.1404,0.3862,0.1288,0.3501,0.1298,0.3325,0.0483,0.0878,0.1732,0.5251,0.6785,1.6093,0.3833,0.8819,0.2828,0.6519,0.224,0.58,0.1839,0.5526,0.0903,0.1549,0.1468,0.3773,0.2506,0.754,0.1869,0.5329,0.1702,0.4467,0.1522,0.4001,0.147,0.3823,0.0628,0.1066,0.1271,0.2994,0.2136,0.6321,0.1637,0.4401,0.1479,0.3622
"2026-04-15 08:27:52,857",24400,4.744e-05,7 days 11:08:03,4.294,0.099,31008.0,0.1294,0.3119,0.1922,0.6579,0.1563,0.4558,0.1505,0.3673,0.1394,0.335,0.1312,0.317,0.0494,0.0896,0.2252,0.5785,0.7062,1.7077,0.4193,0.9628,0.331,0.736,0.2644,0.6456,0.236,0.6015,0.0973,0.162,0.1576,0.413,0.2942,0.8791,0.2243,0.6152,0.1902,0.4894,0.1712,0.44,0.1619,0.4144,0.0654,0.1102,0.1452,0.3372,0.2049,0.6452,0.1692,0.4679,0.1536,0.3969
"2026-04-15 08:31:27,113",24450,4.743e-05,7 days 10:57:00,4.285,0.1,31008.0,0.0998,0.303,0.1592,0.665,0.1238,0.453,0.1129,0.3705,0.1062,0.328,0.1,0.3148,0.0492,0.0821,0.1945,0.5635,0.7075,1.7047,0.4037,0.9372,0.3146,0.7109,0.2478,0.616,0.2033,0.5847,0.0884,0.1533,0.1411,0.3705,0.2494,0.795,0.1887,0.5482,0.1679,0.4509,0.1512,0.4007,0.14,0.3801,0.0611,0.1014,0.1212,0.3215,0.2018,0.6683,0.1572,0.4619,0.146,0.3889
"2026-04-15 08:36:25,975",24500,4.742e-05,7 days 11:43:32,5.978,1.706,31008.0,0.1158,0.2729,0.1732,0.6452,0.1524,0.4309,0.1369,0.3429,0.1225,0.3019,0.1157,0.2817,0.0473,0.0809,0.1845,0.5223,0.6305,1.5121,0.3767,0.8414,0.2832,0.6524,0.2277,0.571,0.196,0.5375,0.087,0.153,0.1275,0.3684,0.2291,0.7167,0.1789,0.4996,0.1582,0.4161,0.1389,0.385,0.1302,0.3665,0.0594,0.1021,0.1159,0.2956,0.1849,0.5947,0.1474,0.4312,0.1356,0.3471
"2026-04-15 08:40:07,584",24550,4.741e-05,7 days 11:37:00,4.432,0.102,31008.0,0.1295,0.3444,0.1951,0.7406,0.1617,0.5125,0.1497,0.4148,0.1339,0.3852,0.13,0.3568,0.0507,0.0944,0.1753,0.5181,0.6523,1.6496,0.3613,0.8733,0.2715,0.6728,0.2162,0.5865,0.1849,0.5449,0.0949,0.1685,0.1248,0.396,0.2282,0.7786,0.1726,0.5741,0.154,0.4586,0.1332,0.4177,0.1282,0.3969,0.065,0.118,0.1191,0.3399,0.1997,0.686,0.1637,0.489,0.1472,0.3999
"2026-04-15 08:43:47,807",24600,4.74e-05,7 days 11:29:39,4.405,0.1,31071.0,0.1349,0.3252,0.1947,0.6885,0.1585,0.4781,0.1533,0.3923,0.1419,0.3555,0.1361,0.3362,0.0475,0.0807,0.1875,0.5058,0.663,1.5878,0.3786,0.8843,0.2954,0.6568,0.2273,0.5703,0.194,0.5257,0.0828,0.1556,0.1499,0.3908,0.2576,0.7985,0.2048,0.5646,0.1833,0.4559,0.1625,0.4154,0.1536,0.391,0.0604,0.1065,0.1252,0.3476,0.1974,0.6968,0.1576,0.5008,0.1485,0.4054
"2026-04-15 08:47:28,526",24650,4.739e-05,7 days 11:22:43,4.414,0.102,31071.0,0.1549,0.3178,0.2368,0.6969,0.194,0.4906,0.1759,0.3939,0.1636,0.3522,0.1545,0.3311,0.0518,0.0932,0.2387,0.6401,0.7406,1.8335,0.4646,1.0266,0.3534,0.7953,0.291,0.7175,0.2476,0.6629,0.1021,0.1759,0.1906,0.4302,0.3125,0.8583,0.2419,0.613,0.2238,0.5076,0.1973,0.454,0.1881,0.4341,0.0724,0.123,0.1741,0.4231,0.2619,0.843,0.2265,0.5969,0.2037,0.505
"2026-04-15 08:51:08,767",24700,4.738e-05,7 days 11:15:34,4.405,0.101,31071.0,0.1197,0.3391,0.1905,0.7145,0.1541,0.4914,0.1384,0.3959,0.1286,0.3601,0.1213,0.3466,0.0482,0.0872,0.2017,0.6082,0.7118,1.6467,0.4159,0.9544,0.3036,0.7397,0.2369,0.6612,0.2089,0.6238,0.0958,0.1721,0.1377,0.4212,0.2495,0.8372,0.1769,0.5973,0.1605,0.4907,0.1455,0.4517,0.1352,0.4272,0.0637,0.112,0.1278,0.3512,0.2168,0.7383,0.1672,0.5091,0.1514,0.42
"2026-04-15 08:54:47,387",24750,4.737e-05,7 days 11:07:29,4.372,0.096,31071.0,0.134,0.3208,0.1948,0.6736,0.1644,0.4744,0.1525,0.3885,0.1371,0.3519,0.1349,0.3306,0.0489,0.0867,0.1778,0.5375,0.6885,1.7188,0.412,0.8957,0.303,0.6651,0.2303,0.5894,0.1879,0.5533,0.086,0.1538,0.13,0.4238,0.2312,0.8543,0.1756,0.5827,0.1571,0.488,0.1425,0.4458,0.1316,0.4292,0.0633,0.1094,0.1253,0.3591,0.1938,0.6843,0.1573,0.5011,0.1425,0.424
"2026-04-15 08:58:27,716",24800,4.736e-05,7 days 11:00:34,4.407,0.106,31071.0,0.1156,0.2907,0.1881,0.6562,0.1467,0.4411,0.1369,0.3521,0.1244,0.3168,0.1192,0.2992,0.0506,0.0975,0.2274,0.591,0.6957,1.6201,0.422,0.9094,0.3205,0.7173,0.2715,0.6485,0.2411,0.607,0.097,0.1697,0.1571,0.4098,0.2836,0.8247,0.218,0.5757,0.1919,0.4739,0.1682,0.4312,0.1597,0.4161,0.0651,0.1157,0.1453,0.3377,0.2262,0.7101,0.1808,0.4975,0.1676,0.4026
"2026-04-15 09:02:06,933",24850,4.735e-05,7 days 10:53:04,4.384,0.101,31071.0,0.1319,0.3308,0.1877,0.7176,0.1621,0.5101,0.1468,0.4058,0.1415,0.3597,0.1328,0.34,0.0493,0.0928,0.1634,0.5136,0.679,1.6414,0.3834,0.8796,0.2829,0.6716,0.2124,0.5711,0.1777,0.5305,0.0859,0.1631,0.1265,0.364,0.2302,0.7792,0.1845,0.5249,0.1557,0.4427,0.1381,0.3896,0.1305,0.3614,0.0627,0.1139,0.1284,0.3214,0.2025,0.6903,0.1624,0.4929,0.1515,0.4069
"2026-04-15 09:05:45,527",24900,4.734e-05,7 days 10:45:17,4.372,0.098,31071.0,0.0987,0.2962,0.1562,0.6448,0.1266,0.4451,0.1169,0.356,0.1101,0.3196,0.1021,0.2992,0.0467,0.0817,0.1485,0.4759,0.6501,1.5602,0.3568,0.828,0.2538,0.6101,0.1959,0.5274,0.1637,0.4904,0.0844,0.1464,0.116,0.3844,0.2126,0.8122,0.1615,0.5584,0.1392,0.4595,0.1238,0.4109,0.1153,0.3812,0.0609,0.1052,0.1144,0.3133,0.179,0.7304,0.142,0.4927,0.1311,0.381
"2026-04-15 09:09:23,964",24950,4.733e-05,7 days 10:37:31,4.369,0.106,31071.0,0.1286,0.31,0.1972,0.6446,0.1574,0.4518,0.146,0.3672,0.1347,0.3382,0.1322,0.3148,0.0483,0.0837,0.1811,0.5166,0.6663,1.5649,0.4065,0.8453,0.2884,0.6486,0.2289,0.566,0.1931,0.5295,0.0916,0.1547,0.1456,0.391,0.2438,0.8113,0.1937,0.5676,0.1787,0.4551,0.1552,0.4103,0.1437,0.3968,0.0643,0.1079,0.1396,0.323,0.2004,0.6862,0.1688,0.4839,0.1496,0.3907
"2026-04-15 09:13:04,430",25000,4.732e-05,7 days 10:31:02,4.409,0.104,31071.0,0.1321,0.3129,0.1953,0.7047,0.1667,0.4722,0.1526,0.3788,0.1388,0.341,0.1335,0.3195,0.0503,0.0867,0.1782,0.5505,0.6875,1.7275,0.3989,0.925,0.3063,0.6938,0.2349,0.6015,0.19,0.5693,0.0942,0.1693,0.1262,0.3882,0.2364,0.809,0.1834,0.5667,0.1583,0.4602,0.137,0.4091,0.1263,0.388,0.0631,0.1089,0.1244,0.3348,0.1984,0.7022,0.1604,0.485,0.1458,0.397
"2026-04-15 09:16:42,947",25050,4.731e-05,7 days 10:23:29,4.37,0.1,31071.0,0.1239,0.296,0.1844,0.6691,0.1478,0.469,0.1376,0.3674,0.1355,0.3251,0.1252,0.3057,0.0475,0.086,0.197,0.5684,0.6866,1.6919,0.4015,0.9276,0.3041,0.6974,0.2446,0.6224,0.205,0.5867,0.0921,0.1608,0.1564,0.4166,0.2552,0.8176,0.1948,0.5937,0.179,0.4827,0.1709,0.4444,0.1589,0.4174,0.0651,0.105,0.1385,0.3502,0.2027,0.7175,0.1664,0.5145,0.1583,0.4172
"2026-04-15 09:20:21,919",25100,4.73e-05,7 days 10:16:19,4.38,0.097,31071.0,0.1253,0.321,0.2053,0.723,0.1619,0.4958,0.1496,0.3893,0.1368,0.3531,0.1317,0.3271,0.0496,0.0884,0.1883,0.548,0.6922,1.6742,0.4081,0.9253,0.3072,0.706,0.2294,0.6175,0.1946,0.5697,0.094,0.1558,0.1378,0.3919,0.2294,0.7988,0.181,0.5465,0.1653,0.4554,0.1435,0.4141,0.1362,0.3942,0.0644,0.1049,0.1199,0.3184,0.1952,0.6484,0.1545,0.4515,0.1378,0.3766
"2026-04-15 09:24:00,716",25150,4.729e-05,7 days 10:09:07,4.376,0.1,31071.0,0.122,0.2566,0.1876,0.6327,0.1524,0.4168,0.141,0.3288,0.1302,0.2863,0.1252,0.2656,0.0469,0.0774,0.1857,0.4843,0.6559,1.5079,0.3965,0.8142,0.2926,0.6076,0.226,0.5404,0.1966,0.5043,0.0876,0.1553,0.1365,0.3805,0.2317,0.7194,0.1767,0.5286,0.1589,0.4288,0.1451,0.3972,0.137,0.3809,0.063,0.11,0.1196,0.3028,0.1795,0.6389,0.1471,0.4634,0.1396,0.375
"2026-04-15 09:27:39,897",25200,4.728e-05,7 days 10:02:12,4.383,0.105,31071.0,0.1068,0.2528,0.1604,0.5694,0.1289,0.4033,0.1192,0.3277,0.1133,0.2877,0.1062,0.2602,0.0474,0.0877,0.1841,0.517,0.6802,1.6104,0.3907,0.8783,0.3037,0.6466,0.2308,0.5701,0.2012,0.5313,0.0859,0.1516,0.1073,0.3218,0.2332,0.712,0.1745,0.4976,0.1535,0.3932,0.1267,0.3475,0.1099,0.3272,0.0593,0.1035,0.1021,0.2648,0.1643,0.5734,0.1396,0.3983,0.1221,0.3177
"2026-04-15 09:31:19,182",25250,4.727e-05,7 days 9:55:26,4.386,0.107,31071.0,0.1264,0.3896,0.2008,0.7989,0.1592,0.5611,0.1433,0.4664,0.1344,0.4217,0.1284,0.3991,0.0515,0.0828,0.1569,0.5355,0.6488,1.6825,0.3698,0.9256,0.2771,0.6711,0.2,0.5965,0.1696,0.5527,0.0924,0.1582,0.1146,0.3953,0.2099,0.8198,0.1587,0.5643,0.1404,0.4667,0.1273,0.4202,0.1148,0.402,0.0644,0.1094,0.1101,0.336,0.1813,0.722,0.1386,0.5024,0.1293,"0.4044,"
"2026-04-15 09:34:57,756",25300,4.726e-05,7 days 9:48:22,4.372,0.103,31071.0,0.116,0.3,0.1635,0.677,0.138,0.4663,0.1313,0.3681,0.1208,0.3247,0.1163,0.3072,0.0483,0.0893,0.1741,0.5168,0.6545,1.5963,0.3648,0.8645,0.2793,0.6531,0.2173,0.5733,0.1843,0.535,0.089,0.1658,0.1231,0.3892,0.2167,0.7308,0.1585,0.5267,0.1417,0.4417,0.1284,0.4027,0.1252,0.3861,0.0616,0.12,0.1119,0.3119,0.1723,0.6172,0.1366,0.4489,0.1254,"0.3571,"
"2026-04-15 09:38:37,084",25350,4.725e-05,7 days 9:41:46,4.387,0.105,31071.0,0.1116,0.2582,0.1751,0.6392,0.1459,0.417,0.134,0.3243,0.1197,0.2919,0.1146,0.2682,0.0465,0.0877,0.168,0.5286,0.6771,1.5916,0.3758,0.857,0.272,0.6594,0.217,0.5817,0.1838,0.543,0.0867,0.1554,0.1324,0.3775,0.2168,0.7212,0.172,0.5164,0.1534,0.4344,0.1438,0.3982,0.1332,0.3759,0.0598,0.1092,0.1153,0.2979,0.1868,0.6381,0.1505,0.4335,0.1413,"0.3530,"
"2026-04-15 09:42:14,989",25400,4.723e-05,7 days 9:34:27,4.357,0.104,31071.0,0.1062,0.3239,0.1797,0.7098,0.1409,0.4776,0.1253,0.3904,0.1161,0.351,0.1079,0.3348,0.0501,0.0903,0.1696,0.5404,0.6702,1.6181,0.3856,0.9018,0.2919,0.6724,0.2213,0.5891,0.1834,0.5531,0.1,0.1793,0.1222,0.396,0.218,0.7649,0.1722,0.5541,0.1524,0.4685,0.132,0.4198,0.1212,0.3955,0.0653,0.1149,0.1071,0.3077,0.1881,0.6671,0.1483,0.4599,0.1326,"0.3756,"
"2026-04-15 09:45:53,418",25450,4.722e-05,7 days 9:27:33,4.369,0.103,31071.0,0.1042,0.3088,0.1584,0.6496,0.1255,0.4705,0.1172,0.3749,0.1092,0.3391,0.1063,0.3198,0.0465,0.0772,0.1601,0.5232,0.6623,1.6197,0.3847,0.878,0.2678,0.6645,0.2065,0.5835,0.1751,0.5393,0.0878,0.154,0.1132,0.3922,0.2181,0.8098,0.1665,0.5593,0.1417,0.4647,0.1279,0.4163,0.118,0.3938,0.0631,0.1052,0.1078,0.3538,0.1759,0.693,0.1371,0.4996,0.127,"0.4091,"
"2026-04-15 09:49:30,031",25500,4.721e-05,7 days 9:19:44,4.332,0.1,31071.0,0.1448,0.3696,0.2281,0.76,0.1799,0.5342,0.1639,0.4448,0.1532,0.4019,0.147,0.3805,0.0492,0.0842,0.206,0.5714,0.6934,1.6275,0.4088,0.9113,0.3174,0.6977,0.2566,0.6192,0.2118,0.5911,0.0902,0.1612,0.1275,0.4123,0.2476,0.7793,0.1852,0.5635,0.1626,0.4677,0.1423,0.4268,0.1311,0.4093,0.0617,0.1072,0.1123,0.3414,0.1949,0.7177,0.1498,0.4915,0.1316,"0.4078,"
"2026-04-15 09:53:07,041",25550,4.72e-05,7 days 9:12:12,4.34,0.103,31071.0,0.1214,0.2928,0.1856,0.6658,0.1458,0.4534,0.1321,0.358,0.1262,0.3211,0.1233,0.3017,0.0477,0.0862,0.1815,0.5148,0.6931,1.6263,0.3881,0.8661,0.2838,0.6589,0.2346,0.5668,0.1948,0.5293,0.0886,0.1618,0.1267,0.3779,0.2277,0.7576,0.1744,0.5318,0.1574,0.4391,0.1409,0.4007,0.135,0.3758,0.0614,0.1112,0.1167,0.3285,0.1964,0.6703,0.1526,0.472,0.1389,"0.3869,"
"2026-04-15 09:56:43,634",25600,4.719e-05,7 days 9:04:34,4.332,0.104,31071.0,0.1239,0.324,0.1846,0.6994,0.1497,0.484,0.1353,0.3935,0.1275,0.3606,0.1267,0.3347,0.049,0.0827,0.2017,0.5818,0.6925,1.6778,0.4095,0.9299,0.316,0.7277,0.244,0.6523,0.2118,0.6031,0.0932,0.1676,0.1449,0.4133,0.2627,0.827,0.2051,0.5844,0.1777,0.4827,0.1573,0.4398,0.147,0.4182,0.0646,0.1123,0.1323,0.3612,0.1968,0.7133,0.1711,0.5028,0.1531,"0.4293,"
"2026-04-15 10:00:20,458",25650,4.718e-05,7 days 8:57:08,4.336,0.102,31071.0,0.099,0.3077,0.1739,0.7145,0.1305,0.4786,0.1173,0.3771,0.1046,0.3393,0.1002,0.3162,0.0482,0.0883,0.1657,0.5128,0.6806,1.5767,0.3762,0.8571,0.2755,0.6529,0.2105,0.5689,0.1816,0.5259,0.0863,0.153,0.1127,0.3357,0.2199,0.6987,0.1703,0.4819,0.1402,0.3898,0.1205,0.3494,0.1129,0.3327,0.0622,0.1081,0.0991,0.3223,0.1618,0.6654,0.1304,0.4568,0.119,"0.3804,"
"2026-04-15 10:03:57,046",25700,4.717e-05,7 days 8:49:39,4.331,0.098,31071.0,0.1163,0.3179,0.1629,0.6425,0.1339,0.4569,0.1293,0.3801,0.1214,0.3433,0.119,0.324,0.0507,0.0895,0.1619,0.5149,0.6315,1.5667,0.369,0.8506,0.2607,0.6516,0.1964,0.5873,0.1761,0.535,0.0862,0.1557,0.12,0.3897,0.213,0.7633,0.1618,0.5409,0.1458,0.4435,0.1338,0.4046,0.1234,0.3848,0.0626,0.1105,0.1184,0.3442,0.1815,0.6728,0.143,0.4892,0.135,"0.4036,"
"2026-04-15 10:07:34,389",25750,4.716e-05,7 days 8:42:37,4.347,0.099,31071.0,0.1273,0.3329,0.1874,0.7555,0.1551,0.5145,0.1371,0.414,0.1302,0.3666,0.1269,0.3464,0.0485,0.0851,0.1871,0.5468,0.6958,1.7185,0.3963,0.9254,0.2849,0.7025,0.2377,0.6137,0.2004,0.5636,0.0921,0.1577,0.1652,0.3916,0.2672,0.8243,0.202,0.578,0.1849,0.4673,0.1762,0.4154,0.1662,0.3929,0.065,0.1146,0.1302,0.3385,0.2079,0.7275,0.1695,0.5002,0.1572,"0.4082,"
"2026-04-15 10:11:11,573",25800,4.715e-05,7 days 8:35:36,4.344,0.105,31071.0,0.1539,0.2991,0.2072,0.7009,0.1828,0.4724,0.1749,0.3748,0.1653,0.3332,0.1564,0.3069,0.0472,0.091,0.2375,0.5915,0.7083,1.7277,0.4265,0.943,0.3413,0.7324,0.2906,0.6456,0.2558,0.6068,0.0955,0.1808,0.153,0.4005,0.284,0.8247,0.213,0.5712,0.1818,0.462,0.1644,0.4194,0.1556,0.3989,0.0652,0.1186,0.1572,0.3334,0.2343,0.7334,0.1874,0.506,0.1754,"0.4024,"
"2026-04-15 10:14:47,424",25850,4.714e-05,7 days 8:27:59,4.317,0.104,31071.0,0.1438,0.3087,0.2155,0.6915,0.1741,0.4862,0.1641,0.384,0.1516,0.3392,0.1445,0.3191,0.0507,0.0948,0.2071,0.5873,0.7401,1.7315,0.4311,0.9735,0.3287,0.7318,0.262,0.658,0.214,0.6049,0.098,0.1695,0.1572,0.3866,0.2748,0.8304,0.2054,0.5704,0.1801,0.468,0.1653,0.4146,0.1594,0.3885,0.0668,0.1192,0.1444,0.3101,0.2139,0.6782,0.1717,0.4813,0.169,"0.3805,"
"2026-04-15 10:18:24,515",25900,4.713e-05,7 days 8:21:04,4.342,0.103,31071.0,0.1205,0.2875,0.1834,0.6799,0.1544,0.4517,0.1374,0.3595,0.1272,0.3173,0.1214,0.2976,0.0488,0.0864,0.1992,0.5359,0.7031,1.6263,0.4056,0.9039,0.3053,0.6913,0.2464,0.5992,0.2211,0.5478,0.0891,0.1596,0.141,0.3671,0.2578,0.7816,0.2001,0.5328,0.1755,0.4366,0.1567,0.3929,0.1466,0.3687,0.0586,0.1078,0.1296,0.3232,0.2074,0.6917,0.1676,0.4633,0.1528,"0.3769,"
"2026-04-15 10:22:03,291",25950,4.712e-05,7 days 8:15:00,4.376,0.101,31071.0,0.1273,0.2833,0.1923,0.673,0.1574,0.4438,0.1469,0.3501,0.1361,0.3092,0.1289,0.2907,0.0485,0.0778,0.1834,0.5378,0.6884,1.6097,0.414,0.909,0.3159,0.6964,0.2382,0.6065,0.197,0.5585,0.095,0.1554,0.1289,0.3657,0.246,0.7123,0.1815,0.5135,0.1594,0.4306,0.1415,0.3922,0.1342,0.3694,0.0654,0.1008,0.1326,0.3195,0.2002,0.6646,0.1694,0.4763,0.1515,"0.3875,"
"2026-04-15 10:25:40,093",26000,4.711e-05,7 days 8:08:02,4.335,0.101,31071.0,0.1005,0.2577,0.167,0.56,0.1328,0.3853,0.1155,0.3111,0.1036,0.2806,0.1025,0.2681,0.0454,0.0847,0.1914,0.4894,0.6332,1.4804,0.3841,0.8379,0.296,0.6331,0.2406,0.5521,0.205,0.5063,0.082,0.1607,0.129,0.3477,0.2306,0.7078,0.1717,0.4939,0.1608,0.3992,0.1405,0.3681,0.1299,0.3506,0.057,0.1063,0.1107,0.2693,0.1658,0.5342,0.1283,0.3851,0.1248,"0.3163,"
"2026-04-15 10:29:15,924",26050,4.709e-05,7 days 8:00:44,4.317,0.103,31071.0,0.1126,0.2783,0.1729,0.5989,0.1349,0.4174,0.1235,0.3405,0.1149,0.3052,0.111,0.2876,0.0495,0.0855,0.2034,0.5719,0.6895,1.6692,0.4187,0.9129,0.3255,0.7109,0.258,0.6254,0.2154,0.5938,0.1024,0.1722,0.1376,0.3839,0.2538,0.7856,0.1916,0.5576,0.1707,0.4582,0.1522,0.4041,0.1397,0.3872,0.0671,0.1157,0.1145,0.3622,0.1888,0.6955,0.1443,0.4992,0.1322,"0.4205,"
"2026-04-15 10:32:51,360",26100,4.708e-05,7 days 7:53:17,4.309,0.102,31071.0,0.1254,0.2934,0.186,0.6979,0.1447,0.472,0.1329,0.3683,0.1296,0.319,0.127,0.3022,0.0504,0.0902,0.1567,0.5286,0.634,1.5754,0.3507,0.8674,0.2597,0.6679,0.2031,0.5895,0.1683,0.5448,0.0882,0.1536,0.1132,0.3774,0.1973,0.7748,0.1523,0.5485,0.1356,0.4389,0.1252,0.3965,0.1122,0.3795,0.0625,0.1106,0.1181,0.294,0.174,0.6225,0.1409,0.4472,0.1316,"0.3557,"
"2026-04-15 10:36:26,389",26150,4.707e-05,7 days 7:45:44,4.301,0.099,31071.0,0.1425,0.3383,0.2174,0.7535,0.17,0.5081,0.1558,0.4152,0.1476,0.3694,0.1453,0.3482,0.0512,0.0978,0.2081,0.5955,0.7765,1.7747,0.4518,0.9742,0.3355,0.7514,0.2557,0.6549,0.2204,0.6198,0.0989,0.1734,0.1437,0.4709,0.2682,0.9386,0.1988,0.6523,0.1793,0.5543,0.1615,0.4895,0.1471,0.4676,0.0667,0.1215,0.1482,0.3885,0.2256,0.7796,0.189,0.5455,0.17,"0.4682,"
"2026-04-15 10:40:02,859",26200,4.706e-05,7 days 7:38:55,4.329,0.103,31071.0,0.0981,0.2569,0.1423,0.608,0.1207,0.4037,0.1133,0.3207,0.1063,0.2869,0.1007,0.2658,0.0477,0.0888,0.157,0.4944,0.6599,1.5575,0.3951,0.8499,0.2767,0.6291,0.1992,0.5591,0.1692,0.5137,0.0887,0.1646,0.1142,0.3506,0.2213,0.7579,0.1548,0.5249,0.1315,0.425,0.1177,0.3762,0.1141,0.3557,0.062,0.1081,0.1043,0.2928,0.1682,0.6158,0.1294,0.4476,0.1173,"0.3574,"
"2026-04-15 10:45:00,085",26250,4.705e-05,7 days 8:08:16,5.945,1.659,31071.0,0.1057,0.2756,0.1601,0.6347,0.1301,0.4388,0.1217,0.3518,0.1137,0.3115,0.1061,0.2834,0.0503,0.0862,0.1583,0.5078,0.6353,1.6042,0.3647,0.8449,0.2552,0.659,0.1959,0.5669,0.1668,0.5309,0.0854,0.1527,0.1278,0.3516,0.2088,0.7203,0.1592,0.5024,0.1458,0.4241,0.1387,0.3721,0.1315,0.3492,0.0616,0.1083,0.1165,0.2861,0.168,0.588,0.1478,0.4227,0.1331,"0.3496,"
"2026-04-15 10:48:38,175",26300,4.704e-05,7 days 8:01:56,4.362,0.097,31071.0,0.1297,0.3016,0.1798,0.6444,0.1531,0.4519,0.147,0.3694,0.1377,0.3313,0.1324,0.3105,0.0502,0.0849,0.2004,0.6043,0.6819,1.6649,0.3982,0.9389,0.3016,0.7281,0.2495,0.6473,0.2126,0.6194,0.0997,0.1671,0.1485,0.4379,0.2529,0.8478,0.1918,0.5955,0.1746,0.5043,0.1554,0.4598,0.148,0.4379,0.0676,0.1162,0.1276,0.3236,0.1993,0.6669,0.1529,0.4615,0.1406,"0.3839,"
"2026-04-15 10:52:16,002",26350,4.703e-05,7 days 7:55:32,4.357,0.099,31071.0,0.1489,0.3813,0.2276,0.7828,0.186,0.5634,0.1653,0.4624,0.1612,0.4166,0.1539,0.39,0.0516,0.0913,0.1847,0.5672,0.6812,1.6484,0.4036,0.9319,0.2989,0.7202,0.2336,0.6294,0.1971,0.589,0.0966,0.164,0.134,0.4164,0.2493,0.8578,0.1931,0.5935,0.17,0.4901,0.1453,0.4376,0.1393,0.4167,0.065,0.1138,0.1427,0.3645,0.2009,0.7341,0.1768,0.5211,0.1596,"0.4370,"
